episode_id,policy_model,checkpoint_variant,task,object,tote_placement,external_camera,created_ts_ns,utc_date,session_id,meta_source_path,meta_sha256,static_source_path,static_sha256,initial_item_count
000000000101,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1774440269762374548,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000101/meta.json,d204b5a852f903ec38fc401317edd3aa0a490716a7379f78274d48a3336293e4,phail/v1.0/dataset/rollouts/000000000000/000000000101/static.json,fe413e17139f31ad37907d6d7238c419b0199771e41f8de656115b9a2bed0f59,8
000000000102,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774441759917751792,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000102/meta.json,262fbc2dc0c205aa69633972fda430be3826425374fc10df76095c32729f6b64,phail/v1.0/dataset/rollouts/000000000000/000000000102/static.json,40632a09fb3d4004674cda4bdd5416212dc18792cb933c7b132743519d873988,8
000000000103,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1774442046014432925,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000103/meta.json,815cf4f222c26d2be7244b047704888dff53694f761edcc4bd2248f852eb68da,phail/v1.0/dataset/rollouts/000000000000/000000000103/static.json,a2f85d25a7b219f14369d0506b265b110c4c90e0f1edb7c7fcadf50743afa727,8
000000000104,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774442322901946124,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000104/meta.json,5a3317fa3f374d501ed9812b17449d41f4306cea7a3f72167197cca981810310,phail/v1.0/dataset/rollouts/000000000000/000000000104/static.json,7880ca3cae8e17045c577cca4c42a0bb427ea8f29395fc68b21cc5965312bc80,8
000000000105,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774442626743844076,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000105/meta.json,c03b6d83eb513bfd659b631b3d817b6a7971a812a8e5442358ae360611a63902,phail/v1.0/dataset/rollouts/000000000000/000000000105/static.json,ac8bfff7996a28469616e86ac290b1cf4c4c86ca1ce0e63334ae15ccdb0315aa,8
000000000106,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774442893944098773,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000106/meta.json,8445d08eea71bb5d4b1c35148b338caa20bd333e572dec8674ac6358b808094a,phail/v1.0/dataset/rollouts/000000000000/000000000106/static.json,9b06744b8b8a9aa5307d702f6a912a1f4e1de7c4b466a31b7eaed046ef4739cf,8
000000000107,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774443481409725396,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000107/meta.json,60addce3b8a31a3310416bc8057b1c76a686893368d89310e7f6ff847193b97b,phail/v1.0/dataset/rollouts/000000000000/000000000107/static.json,b5c9255ab1a5fbdcf64803754034ca38ca18a3c9a2c5ac19b095eaae114242ab,8
000000000108,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774443748408552517,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000108/meta.json,63d7084b38b38546a3de9e208a00e7e3e0b10f13f14a76a7b6ac351f446a17fd,phail/v1.0/dataset/rollouts/000000000000/000000000108/static.json,5128201cdedd7bd69827a7c4c2afa4a7598d6a8fd829da46ae650122c4346047,8
000000000109,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774444011910487801,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000109/meta.json,a1eed6baebd2c7384b1e9822d9a7ecace9f76500424d397f0ca1063041b08b89,phail/v1.0/dataset/rollouts/000000000000/000000000109/static.json,58f06ce2876617779c329da35ff126b09a640a115a683f7734cda25c86731935,8
000000000110,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1774444062952694934,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000110/meta.json,a408c04807ecc528ee4b4fdfbec3dfedd9dfe3d5b5c1b1505747b080a8b6e78f,phail/v1.0/dataset/rollouts/000000000000/000000000110/static.json,0178b9f7d53d6becb96c25fb0c5fa48173e095b0fad068f764cca7bb971a550e,8
000000000111,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774444376110205102,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000111/meta.json,8c5fce303cba05b29349299d1b907050a8ed202979b4147f385ff367a875fba6,phail/v1.0/dataset/rollouts/000000000000/000000000111/static.json,917da7e51d64d1cb990ce47df8d46bfff1da37f4fd96b7024aff905fd59d657a,8
000000000112,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774444675703529430,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000112/meta.json,6fe08b69e0322014fe8c3c35eff0c32f49d970f2b74b6a87ee46bc554a76af2c,phail/v1.0/dataset/rollouts/000000000000/000000000112/static.json,b0d893c402f0e896a7abc251d38c8bdde0e04e48a47d3c91ca90bbb492b645d9,8
000000000113,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774444937815504210,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000113/meta.json,bbaeb6c58501e602ac8123199b21995a688ce1a4491804d2be1d17a984ec3748,phail/v1.0/dataset/rollouts/000000000000/000000000113/static.json,548535e07b8d3ee2d48ae60f340499a84919a24a29f14cb9ef1384a77c484a89,8
000000000114,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774445194950508834,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000114/meta.json,2f44c86231337449c9bf20e84a39e6c55843a56f2bd7a3f358478086e5f7c4eb,phail/v1.0/dataset/rollouts/000000000000/000000000114/static.json,2017a62520d4306d5bf3caf9b9805709215938a615c4e65d962191fd2b277de8,8
000000000115,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774445455463991761,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000115/meta.json,e9dde3b08dd53a8f30595aec2d5e7e5d618b659265ff7dc5e70a21f8d840b2d9,phail/v1.0/dataset/rollouts/000000000000/000000000115/static.json,5dd6876ef65dcb89da53e90958246b4921003c93e19efe9845cd3e7477f80750,8
000000000116,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774445803305654555,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000116/meta.json,a0a02984836ce39395cc8d4560fd70a8ba23f0c919a833578b3fa8103d517e01,phail/v1.0/dataset/rollouts/000000000000/000000000116/static.json,ffffd786b085c48ecf5368c9e948c6104deac2bb36d8b03ac2dd4b25bf2f0e8e,8
000000000117,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774446073391707522,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000117/meta.json,7f1e28abe84389feb182c884f82474d51522f614ef6426588e725182743f96cd,phail/v1.0/dataset/rollouts/000000000000/000000000117/static.json,ef39d405e481d083e9ab46bc73e5b751581472d59b72c7a1805c809661fad40f,8
000000000118,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774446356219384145,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000118/meta.json,c1fdd14c501079a405472520e6b0b0dbdf68172440f2d64f266cfaba0b51ab8c,phail/v1.0/dataset/rollouts/000000000000/000000000118/static.json,6f1bf9412d9692efcb99b719e24ff9bd7500ad71624a17eaa315e915af1b0bc6,8
000000000119,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774446615701250335,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000119/meta.json,9e37b67cf04230ba1ced48de2c88a2f54e47142480ce9ec7be7b312d3369cfd1,phail/v1.0/dataset/rollouts/000000000000/000000000119/static.json,51f11004d2fc7a9741e2dc6b1764aa93aa10b20fcaa749cf17c35d4ba7bdc974,8
000000000120,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1774447011486193253,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000120/meta.json,2725409649ca04d5b3d07d7b37f98b949e46ee96a2fd3a32224099f5467d5da0,phail/v1.0/dataset/rollouts/000000000000/000000000120/static.json,235adfad991ce72f5ae732d61946ad1112f50165febe21ad09c3780694023d5f,8
000000000121,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774447495795226669,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000121/meta.json,7a78cc11ab67cccf201258d91187c2acd7f46f6ef096249ee679d6a41a5fd0cc,phail/v1.0/dataset/rollouts/000000000000/000000000121/static.json,d7f68f97051428fd074327d6a245fe6bd30c5f356250e11c6684e9940ea7fa1d,8
000000000122,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774447806068826340,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000122/meta.json,857631d5d4a00b886115e304cac3880693136ef5b2767407753fad48ee3f0fe0,phail/v1.0/dataset/rollouts/000000000000/000000000122/static.json,569d0cf6ecb88412633f0e2cdbb7da04b5db3d68b0d7f734bea955ff39dd3345,8
000000000123,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774448082140096202,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000123/meta.json,86736503874756bf900ea2cc511c4edd1ce47a74dbd6916488d319f8ac4c1b89,phail/v1.0/dataset/rollouts/000000000000/000000000123/static.json,a74eafee2acf7dfe1aacf0a9383e506f8edc7d6dda8636f695d1e531513fc694,8
000000000124,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774448369154685236,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000124/meta.json,db2cf5a114bc6a5573b4a496e9818a7280eba1364a1567b729e7967ee172ee87,phail/v1.0/dataset/rollouts/000000000000/000000000124/static.json,5ff3513314b5e4fc14275d4f2e2a8fc705c01b9bc24253c45b180abf12d6d211,8
000000000125,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774448637605373103,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000125/meta.json,1df15384b599b331734df6c071a6458c12c30b2b150c93f40586cd9171d72a37,phail/v1.0/dataset/rollouts/000000000000/000000000125/static.json,907179af213e747755dc4491538fe05f063ddc2d620a29ea78ef60d0cf22adcc,8
000000000126,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774448896695550260,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000126/meta.json,5f1691e4160e2ef593f95ef59348b6056f37862fdd3d2c2423002e8ff1e91dbe,phail/v1.0/dataset/rollouts/000000000000/000000000126/static.json,45065bbee3d4e5b85090210484ad702a9616ef4c2443a2bbd14edbcaae3bc06d,8
000000000127,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774449200130628235,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000127/meta.json,a3f137ef64cc06724fe42d637c0f10f4d991292470d9f140d89b4bfbe44a7b90,phail/v1.0/dataset/rollouts/000000000000/000000000127/static.json,fff9bcbc8af744d11a803fa44ee728f3c3bd29c1de5eaa78a20dbf213ff23a56,8
000000000128,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774449547511314887,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000128/meta.json,f4ed5ed501a9e7b13d171d7bfac543e706f4c0fe23b7cd762f706705d981b2b5,phail/v1.0/dataset/rollouts/000000000000/000000000128/static.json,a367cc853d455ca1432a27d840e09cbe020b9b5d10ea9014138fc82b4c0a7466,8
000000000129,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1774449947124031115,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000129/meta.json,655a9df7b873331599b77bbbaec6df28e161b8641653f82852e7b193f789ef1f,phail/v1.0/dataset/rollouts/000000000000/000000000129/static.json,e2d202da4ddbaf7b33103a4a272fe0f2ffa1546c4de9dea7c8966bf730b12bc2,8
000000000130,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774450448632558760,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000130/meta.json,88f6ede242496c0c5b30ce1fada62e4eb618bd02d0d45f97d9f295938b78c2f8,phail/v1.0/dataset/rollouts/000000000000/000000000130/static.json,ea25d0e82be98f8165211184e0ffbae1aba01d3fd90d687236b23def15a8e6e9,8
000000000131,openpi,270226-ee:199999,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774450582366871885,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000131/meta.json,2e403b617904b98f28daa903443fbbba1f5e6e7b99677076a26ba88ac1c838ea,phail/v1.0/dataset/rollouts/000000000000/000000000131/static.json,b31f375b9969361cccd09853818b90122b32b20aaeb3a3f275afb39cc035024b,8
000000000132,smolvla,170316_ee:200000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774450944853549514,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000132/meta.json,5c8cd746db5e76554da3e310e633529a02d18b7289b179abc09e4e543cbbbb1c,phail/v1.0/dataset/rollouts/000000000000/000000000132/static.json,d8f7e24d4d2946cf7b1865ea5a0f200c65cc616ad68b84f014d1f7d71a09fe35,8
000000000133,groot,270226-ee_rot6d_rel:150000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774450989309732083,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000133/meta.json,5813a3d4a7e557464513600ae9a007d9ef65e1178cc5ab102938a7c864a0ef11,phail/v1.0/dataset/rollouts/000000000000/000000000133/static.json,8108a9b873ad8c2d31c1ad6913a27f2faf2b58162461fdd9e4ee0060e8993d7a,8
000000000134,groot,270226-ee_rot6d_rel:150000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774451368800683057,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000134/meta.json,a5b1b079f56f7567e3b1009c7d173985a91c7f4949c39e86d8ca25114e6e632e,phail/v1.0/dataset/rollouts/000000000000/000000000134/static.json,f074507463b583421b135a604a87fb4976c64d6ea882038246399989ac157788,8
000000000135,groot,270226-ee_rot6d_rel:150000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774451751369547153,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000135/meta.json,4e141a2ad523a26173438a6d9fba0a743071a70560030f17b093c950766410d8,phail/v1.0/dataset/rollouts/000000000000/000000000135/static.json,e1b9e46fdc6a656ef1f1de64973ec4eb5f4980b1ef2bcaea8370aa524be8d1a0,8
000000000136,act,270226-ee:220000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774452028146680360,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000136/meta.json,ea1e649dc91d3dc343c44ec7e0b076b4c9344693ad7794b88aa24b1718c0c5ed,phail/v1.0/dataset/rollouts/000000000000/000000000136/static.json,0dc08803faee1704f1340382cb9b91fbe645b458bd6e7d57949d014a83956d9c,8
000000000137,groot,270226-ee_rot6d_rel:150000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774452442396725907,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000137/meta.json,32111a976f3df27dbe983eb845ec39c5c3652e5bcc4f145417b12da89fd2149f,phail/v1.0/dataset/rollouts/000000000000/000000000137/static.json,4da4fe6e74751e6f5027d2b93c29dcf231ff1b5eb651f87602fe038f7b9c48ab,8
000000000138,act,270226-ee:220000,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774452721593253553,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000138/meta.json,0e33cc6d6f11a7ec8edb114244dcc3dd53206cee17a1494c7f8b18d85e71713f,phail/v1.0/dataset/rollouts/000000000000/000000000138/static.json,47b7e1df991dcb3fda4e37681990660328b5e87bf379b6ebad307e7745d3ce12,8
000000000139,openpi,270226-ee:199999,Pick all the wooden spoons one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1774453000043882202,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000139/meta.json,cce56279f147b8b9412758ec9eba6c9f6732eae0d1e5a1fd9f8aa4b547fc7ab4,phail/v1.0/dataset/rollouts/000000000000/000000000139/static.json,0b3bdf649c0f3e32fa974b63e8425d72fa9189fa27538c59aeee659830116acb,8
000000000140,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1774453383227495706,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000140/meta.json,bc15da942b5e63fd35852e1f53fe3b1eb64879b9d754814bc39e8a071a0e97f3,phail/v1.0/dataset/rollouts/000000000000/000000000140/static.json,d3ea0c9ddfe798acbf62b08ddffac9681154a52c475eb6c0a3c40c6a57fbede5,8
000000000141,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1774453848445266608,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000141/meta.json,8663c80bbee5d88417ff6d4d3a9a5bba229e5436462d0523c53ed1d7c6615afe,phail/v1.0/dataset/rollouts/000000000000/000000000141/static.json,d52aa5d6ee47086267f2a875593d28c503e71a2d15c8398e481f53edb9ca34fe,8
000000000142,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1774453993951134437,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000142/meta.json,dfc65372c1f9fc6386aa29c8c0672a934ff6b51c6c6bc38d7c70c283d2a90e08,phail/v1.0/dataset/rollouts/000000000000/000000000142/static.json,cb9c281406b626c691a6674f4429dd0b67b0b3403afebfe5dd3be90299db2eb2,8
000000000143,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1774454253229355116,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000143/meta.json,ffa05c913bbfaf3e544579ab1bac3152ebedef953dc465e94179591a643d1dc8,phail/v1.0/dataset/rollouts/000000000000/000000000143/static.json,24348adef624d875e99eef16d3be0f7e916ec97407175e6a851603eeb3a48700,8
000000000144,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1774454513942346618,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000144/meta.json,466554ac05789abda1e9135731c7f117531511b710479c71ff9f33d0359d6dfa,phail/v1.0/dataset/rollouts/000000000000/000000000144/static.json,563cd0e631132c04d512b13729309b6ee6d2a089c34545570cfbb2ecdec6801a,8
000000000145,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1774454823362610875,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000145/meta.json,0adf46bc6b9aa8654ab6110a581f516f0c2c704897beb4fc86cb4b97895580e6,phail/v1.0/dataset/rollouts/000000000000/000000000145/static.json,33f0159d706b1842253ae1548ee61643982bc137b9451bd05e77c36c4747c099,8
000000000146,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774455122107376978,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000146/meta.json,1372b58b265eec8b5160ccac5ec90044dd29e0eeb85dfd1eba85ee104907fea4,phail/v1.0/dataset/rollouts/000000000000/000000000146/static.json,f2759b195286c6908d345067adca170734a1fcced72a68dbdfd6b1d098e5524c,8
000000000147,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774455380867350845,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000147/meta.json,5601be1747e9dd5455cc8ba1391b62709754f2ff61abc25af70ed137f2be2e8b,phail/v1.0/dataset/rollouts/000000000000/000000000147/static.json,3f3a6b7a3b99ea292361a8159691ccf7e63c93f9e6f7f785eb4b752f251e8bac,8
000000000148,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774455659080250049,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000148/meta.json,b1b7ebb85cc5727994d385ca9a85c8fb6b86d67cde87c0a619c126b06c71525c,phail/v1.0/dataset/rollouts/000000000000/000000000148/static.json,831cc18c947df8be82056b9c7e353fe05dd4acbf915ff33c682192d5c3ab0af2,8
000000000149,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774455960046006935,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000149/meta.json,8cc06e22641b5ffa65d6983d7adb765fea1f7bf93c26ba4b4f38a65af8dd572c,phail/v1.0/dataset/rollouts/000000000000/000000000149/static.json,6be6edc5826dc793e67e61ab9b5dcbf4ea37d44eeff953d1d7168497db36b533,8
000000000150,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774456240204442223,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000150/meta.json,81748371b066fc166f46155c0d0d800650c5321f10466f0814f867aeb8deb12c,phail/v1.0/dataset/rollouts/000000000000/000000000150/static.json,dbcb6609d927914d395b9579209153c4d86cdd980ccf6a7becb83c2c6f4f2492,8
000000000151,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774456517603779286,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000151/meta.json,fd356eeda0a7d9cbe3bed5dc0753862223f4761f751169b51d1dfaa3a2b430cd,phail/v1.0/dataset/rollouts/000000000000/000000000151/static.json,48c5efe8d2e88770c2c57ce4a335bc3589b45f9bc39b6023f5d2dbb0fbcc6ef8,8
000000000152,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774456779259234076,2026-03-25,,phail/v1.0/dataset/rollouts/000000000000/000000000152/meta.json,56e1a75cac855e75bae6b6904888297f478e855245800b58ad0c4c7e299cc525,phail/v1.0/dataset/rollouts/000000000000/000000000152/static.json,8ccea36f5cde953d3ac6d174be9c40c72ed6cf5ec577f4c669a72510055a3601,8
000000000153,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774613542341907626,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000153/meta.json,51c5d326027e749ceee39502e1340f1645acf53065cc784eeb9e58a7a6e246a3,phail/v1.0/dataset/rollouts/000000000000/000000000153/static.json,0549115956118a92fd08ca6c134df50653a11af00e6046ed48fe84bd872a74b2,8
000000000154,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,left,1774613810885620121,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000154/meta.json,695a0137e25350f9330c261f6e23264b039d333e947739d5e0e0b83107a17ce2,phail/v1.0/dataset/rollouts/000000000000/000000000154/static.json,1f82ada3c3a8e720f0f757363c14f4f94abbfaed454ed4f7ea09c1767a859237,8
000000000155,smolvla,170316_ee:200000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774614105575225491,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000155/meta.json,626af154ef741629b6708933b8ce798eac653f4e6f0ce46ca82db9002ce17c77,phail/v1.0/dataset/rollouts/000000000000/000000000155/static.json,4883e146b4d643b1c869c71bfcaf09caafb357d0a45993d4c46b1a0859e5b53d,8
000000000156,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,left,1774614418124211428,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000156/meta.json,4c70ef1d8c020817efd9bb4673b041da5c03c1dfcdd4b41051f744dad44755e1,phail/v1.0/dataset/rollouts/000000000000/000000000156/static.json,874097931ab3616ac38493ef1d26d156101ed30d8c3bc7574790dd457849bc22,8
000000000157,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774614791966108577,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000157/meta.json,f02d628d765dde2afa707d8c295bbd2d3ed6dd30e1de1a97946c48219fb24236,phail/v1.0/dataset/rollouts/000000000000/000000000157/static.json,f1c5466111f62df4aa0489eafc6adc9ce8915be83fb7003b9357e89b912cbe0e,8
000000000158,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,left,1774615065456946351,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000158/meta.json,323db42a6fcc252891b92f733586b9e82930b39d9e05e6cec3c20649ed23695c,phail/v1.0/dataset/rollouts/000000000000/000000000158/static.json,7f3251a102314eba5b3ee6782f2d46e0ff379b2294efe0f091e58468445bfbb0,8
000000000159,groot,270226-ee_rot6d_rel:150000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774615404954410328,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000159/meta.json,a4ada63d30f9b8ad5a0c551e550569f7015842c8a80ce91744d39f550350e032,phail/v1.0/dataset/rollouts/000000000000/000000000159/static.json,6f29b2673c28e66fb36ab988e554df09af84329dd4f701760a7cbfba810bc42d,8
000000000160,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,left,1774615689893909325,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000160/meta.json,bddbdb281ed36d9df6b619694a26257ca9e4945d9729c3d544e69c032cda7638,phail/v1.0/dataset/rollouts/000000000000/000000000160/static.json,7ff50d532bd0eb30432ee99515d28d58c91128d4d6fd9ff8fcca34d84f470680,8
000000000161,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1774616161393825654,2026-03-27,,phail/v1.0/dataset/rollouts/000000000000/000000000161/meta.json,2e632a221cae0984de48d8f1ad10d00bc66c1d9eafef9d97c9fcefb6d20e0b14,phail/v1.0/dataset/rollouts/000000000000/000000000161/static.json,9cebd660c806a6b828ebff73dd33972b6f289004d8ef1f5aa1916f4adecf599c,8
