episode_id,created_ts_ns,utc_date,policy_model,inference.policy.server.host,inference.policy.server.device
000000000358,1773152205305261706,2026-03-10,openpi,string:0.0.0.0,<missing>
000000000359,1773402330916920456,2026-03-13,act,string:0.0.0.0,string:cuda
000000000360,1773402616805250596,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000361,1773403435680445999,2026-03-13,act,string:0.0.0.0,string:cuda
000000000362,1773403759892541579,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000363,1773404026718173640,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000364,1773404312149047911,2026-03-13,act,string:0.0.0.0,string:cuda
000000000365,1773406285925779982,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000366,1773406634502237182,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000367,1773406993003775225,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000368,1773407341136795931,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000369,1773410177561147821,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000370,1773410451199241481,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000371,1773411158745647499,2026-03-13,act,string:0.0.0.0,string:cuda
000000000372,1773411388103237704,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000373,1773412353297174233,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000374,1773412626135491170,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000375,1773412907612799878,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000376,1773413198851482593,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000377,1773414043513527629,2026-03-13,act,string:0.0.0.0,string:cuda
000000000378,1773414715085166641,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000379,1773415220796416721,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000380,1773415694549021480,2026-03-13,act,string:0.0.0.0,string:cuda
000000000381,1773416757381573453,2026-03-13,act,string:0.0.0.0,string:cuda
000000000382,1773417181576337024,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000383,1773417705707127718,2026-03-13,act,string:0.0.0.0,string:cuda
000000000384,1773417999157025076,2026-03-13,act,string:0.0.0.0,string:cuda
000000000385,1773418555408407666,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000386,1773418824512797776,2026-03-13,act,string:0.0.0.0,string:cuda
000000000387,1773419108483410250,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000388,1773419236403640669,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000389,1773419710636522003,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000390,1773419970610457961,2026-03-13,openpi,string:0.0.0.0,<missing>
000000000391,1773420603222020801,2026-03-13,act,string:0.0.0.0,string:cuda
000000000392,1773751861522395810,2026-03-17,openpi,string:0.0.0.0,<missing>
000000000393,1773752425694964660,2026-03-17,act,string:0.0.0.0,string:cuda
000000000394,1773754888331689628,2026-03-17,act,string:0.0.0.0,string:cuda
000000000395,1773755168554806990,2026-03-17,act,string:0.0.0.0,string:cuda
000000000396,1773756905404945877,2026-03-17,openpi,string:0.0.0.0,<missing>
000000000397,1773757017862242608,2026-03-17,act,string:0.0.0.0,string:cuda
000000000398,1773757305225206795,2026-03-17,act,string:0.0.0.0,string:cuda
000000000399,1773758110329842884,2026-03-17,act,string:0.0.0.0,string:cuda
000000000400,1773758416971511702,2026-03-17,openpi,string:0.0.0.0,<missing>
000000000401,1773759018224958738,2026-03-17,act,string:0.0.0.0,string:cuda
000000000402,1773759274412263684,2026-03-17,act,string:0.0.0.0,string:cuda
000000000403,1773759684826151824,2026-03-17,act,string:0.0.0.0,string:cuda
000000000404,1773760701125856024,2026-03-17,act,string:0.0.0.0,string:cuda
000000000405,1773760887485250056,2026-03-17,act,string:0.0.0.0,string:cuda
000000000406,1773761039207965656,2026-03-17,act,string:0.0.0.0,string:cuda
000000000407,1773761190330492521,2026-03-17,act,string:0.0.0.0,string:cuda
000000000408,1773761395994494153,2026-03-17,act,string:0.0.0.0,string:cuda
000000000409,1773761603052066135,2026-03-17,openpi,string:0.0.0.0,<missing>
000000000410,1773761784433424005,2026-03-17,act,string:0.0.0.0,string:cuda
000000000411,1773762509489401952,2026-03-17,act,string:0.0.0.0,string:cuda
000000000412,1773762792638937138,2026-03-17,act,string:0.0.0.0,string:cuda
000000000413,1773763113926382627,2026-03-17,act,string:0.0.0.0,string:cuda
000000000414,1773764063741661274,2026-03-17,act,string:0.0.0.0,string:cuda
000000000415,1773912958991126537,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000416,1773913225927431309,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000417,1773913516484964830,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000418,1773913788323953611,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000419,1773914100183097698,2026-03-19,act,string:0.0.0.0,string:cuda
000000000420,1773914410872496529,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000421,1773914561185667462,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000422,1773914880304068691,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000423,1773915280832884345,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000424,1773915679125419316,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000425,1773916019137413178,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000426,1773916490366781871,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000427,1773917332778175248,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000428,1773918615005300416,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000429,1773918773398253460,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000430,1773919041629900524,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000431,1773919094394766004,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000432,1773919416948756073,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000433,1773919487100337097,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000434,1773921147745026615,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000435,1773921488614058018,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000436,1773921825112238084,2026-03-19,act,string:0.0.0.0,string:cuda
000000000437,1773922110591559409,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000438,1773922553241909542,2026-03-19,act,string:0.0.0.0,string:cuda
000000000439,1773922847422777673,2026-03-19,openpi,string:0.0.0.0,<missing>
000000000440,1773923336514621530,2026-03-19,act,string:0.0.0.0,string:cuda
000000000441,1773924008184924598,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000442,1773924380609788541,2026-03-19,act,string:0.0.0.0,string:cuda
000000000443,1773924813626525948,2026-03-19,openpi,string:0.0.0.0,<missing>
000000000444,1773925074765030136,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000445,1773925448018998660,2026-03-19,act,string:0.0.0.0,string:cuda
000000000446,1773925750828041086,2026-03-19,act,string:0.0.0.0,string:cuda
000000000447,1773926284541707175,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000448,1773927220203500314,2026-03-19,smolvla,string:0.0.0.0,string:cuda
000000000449,1773927630030264841,2026-03-19,act,string:0.0.0.0,string:cuda
000000000450,1773928358783570168,2026-03-19,openpi,string:0.0.0.0,<missing>
000000000451,1773928664969946696,2026-03-19,openpi,string:0.0.0.0,<missing>
000000000452,1773928950718691989,2026-03-19,act,string:0.0.0.0,string:cuda
000000000453,1773930363470698042,2026-03-19,act,string:0.0.0.0,string:cuda
000000000454,1774013533443147834,2026-03-20,act,string:0.0.0.0,string:cuda
000000000455,1774013698468729941,2026-03-20,act,string:0.0.0.0,string:cuda
000000000456,1774013849403950770,2026-03-20,act,string:0.0.0.0,string:cuda
000000000457,1774014007029111024,2026-03-20,groot,string:0.0.0.0,<missing>
000000000458,1774014159252287061,2026-03-20,act,string:0.0.0.0,string:cuda
000000000459,1774014312166487184,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000460,1774014456075970462,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000461,1774014684283839333,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000462,1774014910198266273,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000463,1774015121498950572,2026-03-20,act,string:0.0.0.0,string:cuda
000000000464,1774015283805822050,2026-03-20,act,string:0.0.0.0,string:cuda
000000000465,1774015431153098776,2026-03-20,act,string:0.0.0.0,string:cuda
000000000466,1774015574013313189,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000467,1774015736525818332,2026-03-20,groot,string:0.0.0.0,<missing>
000000000468,1774015888964785026,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000469,1774016144337992501,2026-03-20,act,string:0.0.0.0,string:cuda
000000000470,1774016296270062369,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000471,1774016516490044572,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000472,1774016711503560989,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000473,1774016940850695075,2026-03-20,groot,string:0.0.0.0,<missing>
000000000474,1774017067197232507,2026-03-20,act,string:0.0.0.0,string:cuda
000000000475,1774017240663411147,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000476,1774017404055552475,2026-03-20,groot,string:0.0.0.0,<missing>
000000000477,1774017613234613121,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000478,1774017949234329912,2026-03-20,groot,string:0.0.0.0,<missing>
000000000479,1774018137949345598,2026-03-20,act,string:0.0.0.0,string:cuda
000000000480,1774018417078880975,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000481,1774018584618177649,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000482,1774018736261999987,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000483,1774018934026520957,2026-03-20,act,string:0.0.0.0,string:cuda
000000000484,1774019302610592012,2026-03-20,groot,string:0.0.0.0,<missing>
000000000485,1774019461481980774,2026-03-20,groot,string:0.0.0.0,<missing>
000000000486,1774019638729734962,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000487,1774019780088954507,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000488,1774019939232325547,2026-03-20,groot,string:0.0.0.0,<missing>
000000000489,1774020098013100395,2026-03-20,act,string:0.0.0.0,string:cuda
000000000490,1774020255679412306,2026-03-20,groot,string:0.0.0.0,<missing>
000000000491,1774020397499274385,2026-03-20,act,string:0.0.0.0,string:cuda
000000000492,1774020552785330005,2026-03-20,act,string:0.0.0.0,string:cuda
000000000493,1774020728285973103,2026-03-20,act,string:0.0.0.0,string:cuda
000000000494,1774020889853009660,2026-03-20,groot,string:0.0.0.0,<missing>
000000000495,1774021050293347626,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000496,1774021203171259550,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000497,1774021448462464901,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000498,1774021601232820625,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000499,1774021747984668513,2026-03-20,act,string:0.0.0.0,string:cuda
000000000500,1774021896490298526,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000501,1774022049811899708,2026-03-20,groot,string:0.0.0.0,<missing>
000000000502,1774022234606415549,2026-03-20,act,string:0.0.0.0,string:cuda
000000000503,1774022332549862613,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000504,1774022624668819336,2026-03-20,groot,string:0.0.0.0,<missing>
000000000505,1774022910746065225,2026-03-20,act,string:0.0.0.0,string:cuda
000000000506,1774023083768534731,2026-03-20,groot,string:0.0.0.0,<missing>
000000000507,1774023228568705501,2026-03-20,act,string:0.0.0.0,string:cuda
000000000508,1774023480013539076,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000509,1774023641732637351,2026-03-20,act,string:0.0.0.0,string:cuda
000000000510,1774023822148365937,2026-03-20,act,string:0.0.0.0,string:cuda
000000000511,1774023969053997441,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000512,1774024067284466151,2026-03-20,act,string:0.0.0.0,string:cuda
000000000513,1774024249988022292,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000514,1774024540306374510,2026-03-20,act,string:0.0.0.0,string:cuda
000000000515,1774024727224284992,2026-03-20,groot,string:0.0.0.0,<missing>
000000000516,1774024873365920457,2026-03-20,groot,string:0.0.0.0,<missing>
000000000517,1774025022270197562,2026-03-20,act,string:0.0.0.0,string:cuda
000000000518,1774025196775261850,2026-03-20,groot,string:0.0.0.0,<missing>
000000000519,1774025420348202141,2026-03-20,groot,string:0.0.0.0,<missing>
000000000520,1774025574092535166,2026-03-20,smolvla,string:0.0.0.0,string:cuda
000000000521,1774025775286705372,2026-03-20,groot,string:0.0.0.0,<missing>
000000000522,1774025898675127449,2026-03-20,openpi,string:0.0.0.0,<missing>
000000000523,1774026103719660646,2026-03-20,act,string:0.0.0.0,string:cuda
000000000524,1775218462670299930,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000525,1775218713433560328,2026-04-03,groot,string:0.0.0.0,<missing>
000000000526,1775219030099683773,2026-04-03,groot,string:0.0.0.0,<missing>
000000000527,1775219319477383929,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000528,1775219589625793730,2026-04-03,groot,string:0.0.0.0,<missing>
000000000529,1775219866623700305,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000530,1775220059789472132,2026-04-03,groot,string:0.0.0.0,<missing>
000000000531,1775220340475767746,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000532,1775220613734932174,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000533,1775220982719596223,2026-04-03,groot,string:0.0.0.0,<missing>
000000000534,1775221175475756553,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000535,1775221341818512541,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000536,1775221649620021127,2026-04-03,groot,string:0.0.0.0,<missing>
000000000537,1775221918155566552,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000538,1775222193366319622,2026-04-03,groot,string:0.0.0.0,<missing>
000000000539,1775222432774345605,2026-04-03,groot,string:0.0.0.0,<missing>
000000000540,1775222708095679248,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000541,1775223007454012139,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000542,1775223311571013534,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000543,1775223654619728390,2026-04-03,groot,string:0.0.0.0,<missing>
000000000544,1775223833290082744,2026-04-03,groot,string:0.0.0.0,<missing>
000000000545,1775224126553562712,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000546,1775224394261349526,2026-04-03,groot,string:0.0.0.0,<missing>
000000000547,1775224653415656140,2026-04-03,groot,string:0.0.0.0,<missing>
000000000548,1775224932922096471,2026-04-03,groot,string:0.0.0.0,<missing>
000000000549,1775225247868925028,2026-04-03,groot,string:0.0.0.0,<missing>
000000000550,1775225555592809492,2026-04-03,groot,string:0.0.0.0,<missing>
000000000551,1775225826443709474,2026-04-03,groot,string:0.0.0.0,<missing>
000000000552,1775226100650518792,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000553,1775226423369252474,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000554,1775226538614278863,2026-04-03,groot,string:0.0.0.0,<missing>
000000000555,1775226815516571117,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000556,1775227086701526112,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000557,1775227384208472103,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000558,1775227681736606150,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000559,1775227984989502842,2026-04-03,groot,string:0.0.0.0,<missing>
000000000560,1775228340885803481,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000561,1775228630371405472,2026-04-03,groot,string:0.0.0.0,<missing>
000000000562,1775228927165097026,2026-04-03,groot,string:0.0.0.0,<missing>
000000000563,1775229218457017035,2026-04-03,groot,string:0.0.0.0,<missing>
000000000564,1775229494216301931,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000565,1775229771539572745,2026-04-03,groot,string:0.0.0.0,<missing>
000000000566,1775230088495245646,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000567,1775230353178406347,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000568,1775230641324673322,2026-04-03,groot,string:0.0.0.0,<missing>
000000000569,1775231637579998008,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000570,1775232168397544889,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000571,1775232510955050149,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000572,1775232660052010574,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000573,1775233090249093067,2026-04-03,openpi,string:0.0.0.0,<missing>
000000000574,1775233378919070581,2026-04-03,groot,string:0.0.0.0,<missing>
000000000575,1775233642015631888,2026-04-03,groot,string:0.0.0.0,<missing>
000000000576,1775290944309805060,2026-04-04,groot,string:0.0.0.0,<missing>
000000000577,1775291242465844830,2026-04-04,groot,string:0.0.0.0,<missing>
000000000578,1775291548523562613,2026-04-04,groot,string:0.0.0.0,<missing>
000000000579,1775291875185748438,2026-04-04,groot,string:0.0.0.0,<missing>
000000000580,1775292327485617625,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000581,1775292546921945545,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000582,1775292824273938265,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000583,1775293099466740682,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000584,1775293378856780516,2026-04-04,groot,string:0.0.0.0,<missing>
000000000585,1775293691950686095,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000586,1775294048968887431,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000587,1775294342959904645,2026-04-04,groot,string:0.0.0.0,<missing>
000000000588,1775294647530013352,2026-04-04,groot,string:0.0.0.0,<missing>
000000000589,1775294946698801290,2026-04-04,groot,string:0.0.0.0,<missing>
000000000590,1775295317762324296,2026-04-04,openpi,string:0.0.0.0,<missing>
000000000591,1775295513891301576,2026-04-04,groot,string:0.0.0.0,<missing>
000000000592,1775295807784337750,2026-04-04,groot,string:0.0.0.0,<missing>
000000000593,1775296095171901998,2026-04-04,groot,string:0.0.0.0,<missing>
